ra,dec,mag
1.050705,-4.836601,5.4
1.052743,53.140421,7.39
1.054918,-29.525848,6.28
1.054992,-60.097487,6.81
1.055151,-41.02111,6.99
1.06028,61.074823,5.92
1.060286,58.909217,6.75
1.060952,84.606879,6.74
1.063097,6.764834,7.07
1.063619,1.366846,6.06
1.064822,47.642295,6.82
1.065442,-40.648292,7.03
1.065947,48.861337,7.19
1.066319,35.469457,7.2
1.067265,-40.530594,7.28
1.06733,52.502161,5.99
1.067917,38.688535,7.14
1.070996,57.116699,7.04
1.071294,54.204246,6.84
1.072084,61.580184,5.83
1.073316,-47.940339,6.84
1.074339,29.658806,6.2
1.075717,-33.532845,6.44
1.07679,39.99111,6.77
1.077892,33.183021,7.07
1.07878,2.313713,7.21
1.079665,51.009781,6.53
1.080402,-20.732463,7.5
1.080524,74.372125,6.82
1.081288,5.656262,6.03
1.081984,16.242238,7.2
1.084412,-13.759601,7.3
1.084821,14.946133,5.64
1.085503,-71.733949,7.37
1.085736,-83.590328,7.37
1.086725,19.197783,7.44
1.089413,-40.269995,7.18
1.093579,-9.979323,6.09
1.094709,21.473181,5.33
1.094919,21.465442,5.55
1.094974,4.198544,7.3
1.097008,4.908372,6.35
1.097622,4.90941,7.26
1.098049,65.971053,7.26
1.101098,57.756476,7.12
1.101407,-46.718414,3.32
1.10143,-9.839354,5.58
1.101604,3.274671,7.31
1.101764,-10.985445,6.84
1.102141,-23.992451,6.12
1.102329,35.516091,7.41
1.103111,32.181485,6.28
1.106318,62.761389,6.52
1.10738,-35.660665,6.61
1.107692,-39.856278,6.64
1.109341,12.956039,6.14
1.110145,13.884609,7.22
1.110452,8.360039,6.93
1.112322,-15.510287,7.17
1.115002,59.858609,6.87
1.115287,70.9314,6.63
1.116702,56.934972,6.41
1.117773,11.552099,7.22
1.118664,20.151077,6.99
1.119292,53.498185,6.31
1.11972,-1.732081,7.02
1.119782,-24.855115,7.48
1.120255,-23.996334,6.36
1.120523,49.555446,6.81
1.120826,44.616657,7.48
1.121838,-61.775289,5.36
1.122551,43.523545,7.26
1.122944,38.028895,7.14
1.124644,41.258877,7.24
1.125559,-41.746699,7.01
1.129502,-9.78555,5.71
1.129656,41.513263,7.26
1.129957,-41.486916,5.21
1.130434,46.842118,7.41
1.132544,20.739113,5.56
1.13324,1.993042,6.44
1.133559,43.942092,5.04
1.133701,32.01213,6.23
1.134414,-61.871615,7.48
1.136266,44.796111,7.46
1.137477,54.92034,5.17
1.137595,28.867939,6.86
1.139399,9.908197,6.71
1.1395,5.649819,5.51
1.13961,54.231363,7.11
1.139742,-55.24576,3.94
1.142627,58.263449,5.77
1.14273,-46.667982,6.89
1.143164,-10.182264,3.46
1.144685,70.681539,7.48
1.145613,86.25709,4.24
1.14885,9.730505,7.31
1.15341,80.011579,6.24
1.153631,69.686524,6.93
1.153735,33.941518,7.36
1.156159,-56.595167,7.14
1.158368,47.241792,4.26
1.159718,57.349997,6.65
1.160875,23.794236,6.65
1.162194,35.620558,2.07
1.163667,19.658408,5.57
1.164394,49.05386,7.19
1.164515,54.738965,6.75
1.165814,33.881446,6.97
1.167581,-26.193742,7.34
1.168715,-57.694419,6.41
1.169845,15.673912,6.07
1.169985,-8.906135,6.4
1.170998,-56.862962,6.98
1.17188,42.081475,5.67
1.17207,25.457763,5.81
1.175629,64.174558,7.3
1.175683,52.129197,7.49
1.175987,2.44567,5.97
1.176198,51.013332,6.9
1.177579,68.778621,5.32
1.178616,-4.842179,7.32
1.180696,67.780095,6.55
1.181179,49.164388,7.3
1.181745,9.563901,7.23
1.182975,56.774405,7.24
1.183809,-18.804909,7.15
1.185017,55.149901,4.34
1.185213,31.424736,5.15
1.186189,37.724121,5.8
1.186272,46.183852,6.6
1.187479,46.629826,7.31
1.188138,-13.503279,7.1
1.190428,64.202677,5.56
1.190894,21.03465,4.66
1.191381,10.291908,6.49
1.192245,-12.843083,7.48
1.194342,30.089638,4.51
1.194829,65.018854,5.57
1.195419,-2.251079,5.93
1.202898,-73.907068,7.17
1.204394,-10.940195,7.38
1.204601,79.673963,5.6
1.20532,12.281821,6.89
1.206476,-30.802128,6.54
1.208512,2.471579,6.55
1.209465,45.337531,6.13
1.212616,-37.856479,5.95
1.212977,-35.205562,6.97
1.21325,-6.783375,6.59
1.214719,32.075442,7.0
1.214968,51.602349,7.3
1.216002,47.195274,7.07
1.21652,30.064229,6.24
1.21731,33.154945,7.41
1.218335,41.654303,7.24
1.219398,61.706188,6.4
1.221163,34.098403,6.73
1.221553,62.828869,7.3
1.223098,-2.550835,7.25
1.224025,-39.540086,7.26
1.225721,44.172204,7.43
1.225769,29.736229,6.74
1.228857,7.575354,5.21
1.229152,24.583713,4.67
1.22924,7.578261,6.44
1.231139,-4.847421,7.15
1.233664,-13.475254,6.88
1.233741,34.492687,7.05
1.234347,60.883121,7.18
1.234695,28.529575,6.33
1.235453,16.133479,5.97
1.236248,58.812331,7.18
1.239103,-50.41634,7.34
1.239125,30.542061,7.36
1.240011,-7.922826,5.14
1.241478,-5.047387,7.5
1.243275,49.429644,7.34
1.244843,-57.383978,7.41
1.245109,6.995136,6.04
1.246053,60.939008,7.25
1.246992,-0.973795,5.7
1.248423,-15.818801,7.34
1.250156,-68.81891,7.22
1.253043,-45.531664,4.97
1.257855,20.414543,6.99
1.259902,0.912455,6.71
1.262704,-68.875927,4.25
1.262982,9.784866,7.16
1.264796,20.502211,7.24
1.264915,-23.973145,7.15
1.267729,49.896262,7.45
1.267901,61.907445,7.32
1.268064,25.769358,6.76
1.269972,71.743842,5.87
1.270015,-42.009716,6.58
1.270176,87.145496,6.2
1.271922,33.11472,6.04
1.27347,48.082245,6.61
1.274381,23.589459,6.69
1.274716,-67.431033,6.91
1.274799,42.93942,6.59
1.275281,79.910013,6.27
1.276734,74.026816,7.07
1.276747,-2.500368,5.42
1.278358,-41.18044,7.41
1.28066,21.051858,7.03
1.283057,-2.27916,6.52
1.284364,-66.397854,6.23
1.284739,44.901992,6.11
1.286052,2.015287,7.26
1.287946,39.480541,6.69
1.288749,1.841259,7.47
1.290033,31.744617,6.36
1.290636,57.63208,6.86
1.292496,14.242684,7.18
1.293057,-65.211773,6.92
1.294937,44.631914,6.78
1.295101,-7.659505,6.8
1.295914,56.631594,6.68
1.29666,49.008445,6.99
1.296654,3.614466,5.13
1.297326,55.445391,7.4
1.297455,-67.110484,7.28
1.299772,-52.105791,7.4
1.302818,47.419706,6.29
1.303858,57.803166,6.39
1.305185,67.816421,6.68
1.307048,-23.013221,7.3
1.309218,43.281134,7.13
1.311725,72.877915,6.99
1.312267,-43.332916,6.78
1.312766,72.401433,6.87
1.313058,37.386275,6.44
1.314764,39.963267,7.46
1.317539,45.705877,7.17
1.31864,80.8618,7.22
1.319702,76.796608,7.29
1.322334,-53.636366,7.31
1.323416,3.289691,7.48
1.324443,27.264059,4.74
1.324818,80.894213,6.7
1.326094,-47.292326,7.48
1.329251,-68.8982,7.07
1.330082,-0.509029,5.87
1.331038,58.208143,6.99
1.332712,-15.814317,6.7
1.332858,-57.349158,7.44
1.334164,-9.883786,6.65
1.334696,41.970526,6.95
1.334699,58.231611,4.95
1.334791,-20.470885,7.48
1.3366,52.131422,7.48
1.336833,-60.07425,7.29
1.337311,-72.749287,7.45
1.337715,-36.242905,7.45
1.338336,43.510174,7.06
1.338733,77.570682,6.31
1.339605,-28.986893,7.39
1.341071,-57.338517,7.0
1.341058,-11.238999,6.16
1.342937,-3.24699,6.26
1.343607,54.96235,7.21
1.344601,51.594779,7.1
1.344625,-13.889976,6.84
1.34475,15.696039,7.25
1.34808,-1.310586,7.35
1.35121,54.62871,7.34
1.35145,64.658131,6.33
1.352047,28.738207,5.23
1.35416,22.374685,7.01
1.354866,-6.159522,6.78
1.355115,-49.741541,6.75
1.35535,11.536746,6.89
1.356836,-50.936935,6.6
1.358696,74.580266,7.19
1.358934,-45.137389,7.46
1.360849,-33.232424,7.01
1.363571,-66.384128,6.94
1.364429,50.121984,6.54
1.366193,12.604167,6.97
1.366291,-69.71877,7.26
1.366383,76.238804,6.37
1.366439,76.710284,7.17
1.367356,15.789214,7.35
1.367374,79.025234,7.22
1.369235,-37.051577,6.71
1.369858,31.706032,7.3
1.370163,43.584116,6.69
1.371627,18.682704,6.96
1.372337,45.528778,4.87
1.372544,-61.329419,7.22
1.372851,16.825657,7.01
1.373174,5.251383,7.48
1.373408,-43.602558,7.03
1.375134,-19.081208,6.35
1.376342,-0.449673,6.5
1.376931,1.726332,6.21
1.378625,-36.596526,6.71
1.378641,17.197046,7.16
1.37874,4.738241,6.87
1.378738,10.369538,7.47
1.381556,11.366504,6.77
1.382344,31.841192,7.45
1.382432,7.41926,7.3
1.384019,-37.702379,7.33
1.385224,9.187626,7.43
1.388103,-33.548023,6.8
1.388358,36.514632,6.8
1.38836,45.332891,7.27
1.389264,58.142994,6.36
1.389302,-17.933928,7.05
1.390264,20.468967,5.97
1.391933,-30.945617,5.84
1.393037,-24.352764,6.66
1.393735,34.245887,6.28
1.394612,37.714943,5.6
1.394642,-40.956056,7.21
1.396337,78.726056,6.07
1.397463,17.818344,6.59
1.40039,-8.183257,3.6
1.400705,-8.007416,6.21
1.40226,72.847106,7.07
1.403413,-31.811963,6.85
1.405188,43.142097,6.69
1.405695,-6.914656,5.92
1.406556,36.88348,7.28
1.407014,57.198238,7.38
1.411092,-15.660468,6.17
1.411197,-34.139963,6.69
1.411329,-41.492549,5.42
1.411644,-44.528575,6.26
1.413522,-2.84859,6.17
1.413577,-6.985988,7.39
1.41516,3.349414,7.36
1.416829,-5.946428,6.76
1.418136,-64.369478,5.92
1.420138,28.566693,7.12
1.421976,16.257056,6.99
1.422189,-59.498658,7.07
1.422252,1.460854,7.38
1.426577,23.511519,6.18
1.427009,-14.598796,4.9
1.427962,2.972054,6.99
1.428203,44.78654,7.25
1.42953,70.979887,6.34
1.430216,60.235283,2.66
1.431212,-3.927391,6.5
1.431993,-8.504394,6.57
1.432208,68.130012,4.72
1.432844,10.406975,7.21
1.434724,-22.79838,7.11
1.435765,34.5797,6.34
1.437573,19.172346,5.35
1.438018,42.311239,7.23
1.438517,43.457739,5.98
1.439887,20.070804,6.44
1.44093,-0.399034,6.42
1.441369,-30.275606,7.46
1.44491,19.240422,5.5
1.445303,43.691874,6.9
1.445494,27.246568,6.75
1.447657,-13.056512,5.51
1.448209,3.535644,6.59
1.449461,-41.747414,6.67
1.449471,-32.543182,6.57
1.450911,-20.491518,7.03
1.451346,-30.235909,6.71
1.451547,25.439748,7.22
1.451752,34.377552,6.27
1.455695,29.770965,7.27
1.456475,-22.338232,6.43
1.456988,-20.351805,6.89
1.457409,41.101158,6.42
1.45786,-9.297151,6.86
1.458151,-45.84619,6.96
1.460477,66.076966,6.98
1.460825,-71.704106,7.26
1.460915,45.406687,4.83
1.461057,5.352787,7.01
1.461867,31.966549,6.78
1.462928,-10.901582,6.13
1.463024,40.335803,6.59
1.466512,-22.036935,6.57
1.466978,-2.035341,7.04
1.467231,-27.109336,7.41
1.467407,-20.433694,7.29
1.468291,-17.261525,7.37
1.470104,44.049245,6.65
1.471137,-12.24604,6.91
1.471911,-49.005833,6.96
1.471983,30.557694,6.9
1.472759,-43.318234,3.41
1.473032,7.961353,6.22
1.473433,17.079259,6.6
1.476208,42.267688,6.66
1.478255,-68.175116,7.49
1.478749,-33.763972,6.59
1.479972,-24.797923,7.03
1.480483,-36.83309,7.46
1.482632,-17.937354,6.66
1.483546,51.686132,7.02
1.483829,74.205035,7.24
1.484194,7.29409,6.54
1.486902,36.627783,7.14
1.487586,60.035665,7.11
1.489869,25.275352,6.66
1.490673,42.2819,7.18
1.491816,-46.756422,6.25
1.492288,-9.489087,6.88
1.492429,-52.366133,7.36
1.49337,-21.629339,5.11
1.494736,-13.223832,7.17
1.494771,22.826193,6.77
1.495226,-25.617749,6.37
1.496308,65.171065,6.71
1.4976,60.251264,7.29
1.498017,18.355669,6.01
1.498248,-5.595894,6.69
1.501695,47.007274,5.27
1.503087,6.14382,4.84
1.505083,59.782049,6.91
1.505396,-52.493562,7.02
1.506362,-26.207851,5.92
1.510876,25.914959,7.25
1.51446,66.098087,6.15
1.516371,49.343223,6.84
1.516601,-4.959681,7.05
1.520444,70.264604,5.82
1.520851,-49.072702,3.93
1.520877,-65.118431,7.24
1.521257,-49.904002,7.36
1.522086,29.413089,7.32
1.523975,38.767123,7.25
1.524725,15.345823,3.62
1.524967,-29.984984,6.62
1.526101,-19.022985,6.85
1.5269,-12.258175,7.14
1.527057,-61.249324,7.39
1.527502,-45.575712,6.17
1.527539,-19.032159,7.38
1.528523,10.889417,7.03
1.52868,-30.283081,5.79
1.529931,-10.257328,7.49
1.531536,-27.703135,7.3
1.533583,-6.718708,7.46
1.534201,16.94723,6.78
1.535438,34.799962,6.39
1.535449,-23.64847,7.24
1.537483,3.685154,7.41
1.537653,38.271935,7.33
1.540093,68.408918,6.82
1.54237,70.019421,6.96
1.543438,-49.727713,6.27
1.545341,63.593803,7.18
1.546586,35.842678,6.6
1.548903,-36.865231,5.49
1.550979,-9.014662,6.6
1.553594,-79.926584,7.21
1.553891,60.686437,7.23
1.554387,-24.177962,6.97
1.555077,8.208738,6.31
1.55591,55.817699,7.13
1.557142,58.327334,5.69
1.557319,54.944867,6.92
1.557975,23.590443,7.37
1.55922,62.526603,7.07
1.559411,40.901486,7.43
1.560901,-78.50482,6.11
1.561899,-7.025341,5.75
1.563487,89.015639,6.46
1.565098,35.608199,6.93
1.565528,59.23204,4.68
1.566621,-62.476217,6.91
1.568175,-28.783548,7.04
1.571279,37.237146,5.9
1.572395,-45.691166,6.92
1.57317,-28.236674,6.87
1.576016,68.948137,6.52
1.577015,35.111729,7.22
1.57716,-15.676359,5.62
1.579612,-2.033716,7.47
1.58024,0.944767,6.9
1.580288,20.17273,6.65
1.580296,18.460512,5.9
1.580775,-31.892317,6.11
1.580922,-3.523889,6.44
1.580992,-23.699681,6.41
1.581005,12.558633,7.28
1.58127,8.274852,6.96
1.582805,33.117864,6.74
1.583613,-29.910333,7.11
1.5851,-2.335337,7.44
1.587465,-58.139475,6.03
1.590041,53.345572,6.86
1.59008,63.081968,6.73
1.59053,56.04373,7.02
1.59064,-13.381028,7.17
1.592596,72.442027,6.83
1.593588,52.163799,7.4
1.593967,28.269611,6.89
1.596234,14.661422,6.23
1.597347,33.835327,6.53
1.597382,-39.947126,6.43
1.59793,41.07642,6.39
1.598073,-17.532466,7.15
1.598542,17.433841,5.95
1.599713,-15.400183,5.41
1.600791,7.645301,6.78
1.600856,47.114467,7.07
1.602361,-29.907317,5.69
1.606319,47.325856,7.38
1.606533,67.615035,7.14
1.607557,48.722776,6.2
1.60779,54.696137,7.36
1.61146,6.718017,7.03
1.612091,7.831529,6.39
1.61244,-58.270966,6.18
1.612984,48.315462,7.42
1.613299,41.405459,4.1
1.613424,-48.803905,6.85
1.613477,59.625998,7.17
1.613566,-32.297153,7.15
1.61831,12.141535,5.54
1.621156,-0.350317,7.08
1.622832,74.300955,6.58
1.62302,58.637403,7.25
1.62318,-82.281828,7.15
1.623628,55.07081,7.47
1.623641,25.167769,6.99
1.624389,-84.769593,5.66
1.625721,-38.134828,7.27
1.62714,-9.403782,6.24
1.628022,12.078382,6.77
1.628556,-57.236757,0.45
1.629014,48.412747,6.77
1.629778,64.739357,6.49
1.63113,-3.440678,6.43
1.631551,-60.511527,7.33
1.631959,-82.974995,5.88
1.633205,48.628213,3.59
1.634364,-46.083821,6.97
1.635435,57.977631,5.55
1.636845,62.351782,6.72
1.637819,-47.934828,7.28
1.638866,2.586067,6.94
1.640197,-83.247764,7.32
1.640457,-15.871964,7.43
1.640968,-36.528251,5.94
1.641876,-42.927902,6.67
1.641926,73.04004,5.28
1.642174,45.399706,6.38
1.64328,-65.606484,7.11
1.643686,21.398221,6.66
1.643968,-32.169328,7.46
1.645232,46.346458,7.47
1.645768,-5.735386,7.35
1.64682,-53.43891,7.11
1.647221,-25.022198,6.69
1.647718,-21.275384,5.58
1.647722,31.649512,7.49
1.651991,61.079093,6.88
1.652106,-56.429373,7.08
1.652148,36.543349,7.23
1.65226,-48.775513,7.29
1.653973,27.756415,7.15
1.654226,16.625487,6.74
1.654289,14.285557,6.74
1.654601,-29.022434,7.43
1.654828,54.600502,7.39
1.655835,44.386165,5.01
1.655983,-33.564777,6.55
1.65999,45.877771,6.6
1.661338,16.405858,5.98
1.661526,-37.473428,7.24
1.661752,55.784236,7.4
1.662773,-17.550446,7.38
1.663169,-56.1964,5.76
1.6636,-55.149267,7.47
1.664941,-22.913392,7.25
1.666149,41.666735,6.84
1.66787,40.683762,6.67
1.668443,-48.7612,7.05
1.668617,-0.242304,7.27
1.670167,54.445674,7.44
1.670308,53.868278,6.35
1.671433,39.587736,7.18
1.675271,59.052824,6.97
1.675461,81.429819,7.14
1.676337,40.577049,4.96
1.676368,8.760769,6.34
1.677674,43.297687,5.63
1.679545,-2.621891,6.74
1.681402,77.968989,6.73
1.683513,49.103954,7.4
1.685338,23.025293,7.45
1.686709,-33.398241,7.2
1.688435,25.745712,6.2
1.689256,-79.1482,6.33
1.690348,9.072984,7.31
1.690526,5.487613,4.45
1.69092,-38.132827,6.2
1.694233,30.04712,5.97
1.69478,-50.038638,6.63
1.695787,-11.324669,5.75
1.696383,42.613369,4.96
1.696655,-60.789339,5.7
1.700807,61.038239,6.69
1.700833,-36.832305,5.7
1.700968,35.245707,5.63
1.701077,43.63999,7.21
1.702389,-32.32697,5.25
1.702605,66.792332,6.96
1.704137,-17.888807,7.45
1.704915,58.627739,6.35
1.705688,68.043021,5.57
1.706687,32.961856,6.99
1.708125,-53.740834,5.52
1.70827,20.268504,5.24
1.70889,-8.659507,6.99
1.709935,-20.172567,7.18
1.709951,10.244551,7.29
1.710234,60.548046,6.98
1.710297,40.377361,6.71
1.71137,38.515428,7.22
1.712086,-3.6902,4.98
1.715493,70.622526,5.18
1.715554,-83.367171,7.22
1.71604,58.11577,7.01
1.7162,61.421073,6.33
1.719752,48.516765,6.82
1.721242,45.322649,6.33
1.722151,60.551332,5.78
1.722619,59.632758,6.57
1.726728,51.515837,6.66
1.727438,52.885781,6.76
1.727675,50.688732,4.01
1.729734,55.877486,6.94
1.730015,74.604504,6.59
1.730596,32.192015,6.32
1.731408,49.656446,7.43
1.731888,-4.765514,6.2
1.734479,-15.93748,3.49
1.73656,61.849801,7.31
1.737148,48.211313,7.01
1.73725,54.886433,7.27
1.737552,9.484081,7.15
1.738317,57.536617,6.18
1.739668,32.515877,6.73
1.739767,37.668379,7.19
1.740702,46.139692,6.32
1.742487,-61.018705,6.79
1.74332,3.223709,6.73
1.743551,-34.406063,6.82
1.744079,36.938343,7.3
1.745466,-6.766164,6.45
1.74575,75.872199,7.26
1.746156,57.089226,6.25
1.747534,28.458144,7.5
1.748841,20.083149,6.27
1.749324,-28.726546,6.95
1.750139,69.502528,7.02
1.751387,2.503152,7.19
1.752253,-14.562321,7.2
1.755955,-3.169003,7.38
1.756564,9.157736,4.26
1.75663,-77.35691,7.35
1.760763,-25.05261,5.29
1.761814,8.559238,6.55
1.762175,3.667222,6.99
1.765277,3.417553,6.83
1.766461,-5.733299,5.37
1.766959,-27.348831,6.38
1.76832,-50.816256,5.49
1.768392,-53.522037,5.04
1.771979,43.705689,7.48
1.776472,17.412696,6.55
1.777103,-74.738741,7.35
1.779786,59.156119,7.35
1.782877,-13.888714,6.7
1.78439,-3.11545,7.39
1.785863,10.844238,7.05
1.787719,-17.483537,7.37
1.787972,-41.759926,6.18
1.78832,58.021221,6.76
1.793839,-46.257235,7.02
1.79412,-20.845172,6.55
1.795086,54.004484,7.44
1.795668,63.852501,5.63
1.796291,-80.176311,6.05
1.796602,-37.159483,6.33
1.79667,46.22975,6.33
1.803038,16.955551,5.86
1.805695,-41.495064,7.13
1.805779,17.022763,7.35
1.807227,3.685447,5.91
1.809731,58.457835,7.43
1.809981,-26.253655,7.11
1.810235,-14.76524,7.23
1.810808,37.95287,5.94
1.811282,7.683928,7.04
1.81155,32.69021,5.78
1.81676,1.331529,7.37
1.820986,47.896924,6.01
1.822059,-31.072463,6.35
1.823155,-10.70356,6.72
1.824214,26.472638,6.9
1.826418,-10.68641,4.66
1.826635,-81.359082,7.48
1.829992,-64.385964,7.43
1.83024,-38.402797,6.37
1.831421,80.886446,7.07
1.832218,7.223541,7.43
1.832652,-29.040888,7.2
1.835714,22.275338,5.83
1.837318,-58.939622,7.36
1.837624,-6.704091,7.07
1.837728,-12.886899,6.88
1.83893,-47.816392,6.14
1.840443,-62.957889,7.39
1.84777,11.043378,5.92
1.848079,35.845013,7.13
1.848459,-50.206138,5.94
1.849198,51.933417,5.96
1.849798,-54.280671,7.42
1.850715,47.419539,7.27
1.852581,38.023946,7.27
1.852629,20.514372,6.7
1.853704,24.652161,7.16
1.853993,81.374626,7.42
1.854062,-30.90278,7.2
1.854701,64.854952,6.54
1.857321,-39.835935,6.44
1.857372,-45.471114,7.06
1.857393,54.92468,7.14
1.857676,-10.335038,3.74
1.858036,-4.220111,7.2
1.860105,-2.637838,7.18
1.860365,47.086671,7.45
1.8605,-6.874143,6.42
1.861133,-13.233823,6.95
1.862805,-15.64748,6.44
1.863105,18.29,6.59
1.863307,75.589594,6.94
1.864502,-37.041965,7.43
1.866476,55.147385,5.53
1.867375,10.81056,7.39
1.869268,50.792794,5.7
1.869543,24.117343,6.74
1.872869,37.429786,6.89
1.87632,-67.944504,6.77
1.878413,-12.727922,7.41
1.880758,51.474836,6.28
1.881142,-16.92925,5.78
1.884696,29.578829,3.42
1.885055,-1.326944,7.43
1.886265,28.81892,6.86
1.886312,37.321152,7.05
1.888152,40.72979,5.42
1.889764,-38.594632,6.09
1.890827,-33.564656,7.35
1.891417,49.444826,7.07
1.891648,12.682394,7.07
1.89217,19.293852,3.88
1.892597,3.187536,4.61
1.89396,7.633937,7.44
1.894102,-46.302669,4.39
1.896803,55.597639,6.44
1.898394,49.942962,6.87
1.899357,10.614027,6.77
1.901685,-77.491177,7.01
1.902462,-57.918976,7.34
1.905636,69.182258,7.03
1.906122,-42.49695,5.12
1.906153,8.781048,6.6
1.906584,63.670101,3.35
1.906825,11.402697,7.11
1.909508,68.151222,7.31
1.910525,40.655959,7.06
1.910668,20.808035,2.64
1.911438,78.196474,6.67
1.91178,39.949261,7.39
1.912485,50.295774,6.83
1.913114,13.75701,7.45
1.914938,40.702034,6.25
1.915572,-67.647303,4.68
1.915659,56.582475,6.82
1.916015,37.12829,6.28
1.916392,54.188846,7.41
1.917874,-24.88971,6.92
1.918724,28.797861,7.34
1.92213,-60.312484,6.43
1.924265,76.22456,6.97
1.9283,-84.751156,6.97
1.928447,81.958957,6.85
1.928571,59.27345,7.06
1.929576,-60.860975,6.07
1.929688,51.688146,7.26
1.930063,-55.072174,6.72
1.93012,30.35465,6.85
1.930507,-29.113896,7.36
1.930642,-78.348548,6.15
1.930844,23.577322,5.76
1.931293,-68.391895,7.1
1.93162,1.849982,6.01
1.9318,37.277786,5.89
1.932564,-51.608896,3.69
1.933337,68.685242,4.97
1.933529,43.060935,7.31
1.934053,80.908449,7.09
1.935927,37.25183,5.69
1.935945,-49.836446,6.37
1.939879,61.281078,7.43
1.942137,70.203789,7.24
1.942271,41.892076,6.98
1.942954,-32.13833,6.52
1.943767,-81.499235,6.93
1.943767,53.304545,7.09
1.944499,-22.526785,4.92
1.947805,52.489417,7.1
1.94828,-75.365699,7.47
1.949961,-51.766244,6.1
1.949976,-25.620204,7.38
1.952288,-31.084421,7.28
1.952669,-10.242427,6.42
1.952792,-47.385277,4.82
1.953074,71.724943,7.21
1.953584,-7.813756,7.49
1.955848,17.817532,5.09
1.956737,-36.057421,6.98
1.962151,27.804381,5.84
1.964736,75.336073,6.62
1.964821,-65.4247,6.36
1.965404,40.760604,6.87
1.965478,23.596061,4.79
1.965657,41.69456,6.77
1.966454,47.09552,6.48
1.966503,-2.05948,6.52
1.966987,28.519939,7.11
1.967569,49.64274,6.97
1.967716,31.13438,6.94
1.97181,59.625952,6.65
1.974078,-33.066787,6.37
1.974442,-41.17008,7.23
1.975896,61.697788,6.02
1.975973,49.204352,5.7
1.979451,-61.569859,2.86
1.979444,-11.300955,6.46
1.979569,36.602777,7.31
1.980603,73.152384,6.87
1.981799,18.358092,6.79
1.981824,-21.132686,7.31
1.982393,-42.949137,7.38
1.983532,-22.919804,6.62
1.985168,33.20968,7.14
1.987068,-15.122255,7.32
1.987465,67.043518,7.36
1.988603,24.829046,7.3
1.988772,-26.432234,6.79
1.990524,12.294876,6.09
1.990566,-40.727207,6.93
1.991955,-13.87246,6.8
1.993244,21.05857,5.89
1.993253,-65.448182,7.3
1.993892,64.621602,5.29
1.994118,-42.030532,5.57
1.99425,60.007722,7.29
1.99475,-66.066558,6.09
1.995337,41.349873,7.48
1.996166,-20.824539,5.43
1.996208,49.478136,7.23
1.999557,6.035487,6.75
2.000084,-21.077831,3.99
2.002544,3.097015,5.89
2.003536,6.918023,7.41
2.004113,-3.368309,6.89
2.004171,44.420013,6.87
2.004687,-55.012795,6.51
2.004863,38.597555,7.49
2.006053,4.389502,7.09
2.007451,-8.523873,5.43
2.007799,-41.775712,7.16
2.008901,-40.731247,7.37
2.010686,75.952828,7.01
2.011767,-24.421823,7.04
2.01346,59.959335,6.72
2.013739,-8.471719,6.92
2.015779,-78.870308,6.84
2.019531,24.444369,7.47
2.020038,-66.348763,7.49
2.020456,41.212382,6.85
2.020759,-30.00183,5.34
2.025104,17.953855,7.24
2.02594,23.395449,6.61
2.02844,-44.713509,5.15
2.030592,-63.622657,6.88
2.030669,15.067086,6.54
2.031201,-74.44573,6.8
2.031241,7.864369,7.06
2.032644,70.90702,4.49
2.03307,61.905045,7.46
2.034117,2.763759,3.82
2.035327,22.104101,7.21
2.035533,28.400214,6.57
2.035911,75.502166,6.64
2.0376,-49.409214,7.28
2.038359,54.487541,4.99
2.03889,46.842506,7.09
2.040274,12.685093,6.87
2.041185,-29.665642,6.4
2.043077,13.476716,5.97
2.043127,-21.965777,6.97
2.043187,9.081677,7.38
